"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q4",-1.518757047,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.886148261,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-0.539530976,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q3",1.892977664,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q4",-2.765761869,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q1",4.115111914,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q2",2.415542796,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q3",4.162809598,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q4",1.568787799,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.678619182,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q2",2.348344979,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q3",2.07400645,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q4",3.146901625,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q1",4.430468416,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q2",3.087699961,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q3",3.713597355,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.715888069,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q1",4.381299676,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q2",2.506439485,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.363243714,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.486023902,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q1",2.810896317,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q2",2.408892709,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.137674121,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q4",3.048656647,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q1",1.925429551,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q2",3.897172975,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q3",4.317175112,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q4",1.559825819,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q1",3.211522029,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q2",4.953211831,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q3",0.975698471,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q4",2.035328587,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q1",7.703239327,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q2",-2.1607374,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q3",3.145655266,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q4",3.254636181,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q1",0.043277553,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q2",1.460586398,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q3",2.564383464,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q4",4.129775627,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q1",1.01855052,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q2",2.23062202,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q3",3.232927558,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q4",2.033266271,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q1",3.750176278,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.661478045,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q3",2.145297059,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q4",2.503572026,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q1",1.780392603,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.701694982,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.067624061,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q4",1.560677644,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q1",1.990657829,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q2",2.565331673,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.843683328,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q4",1.913663988,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q1",2.916855703,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.631592096,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q3",1.682199111,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q4",3.930438208,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q1",2.090489418,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q2",2.021824591,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q3",2.075873115,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q4",1.870552316,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q1",1.908135199,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q2",2.020152462,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q3",1.758931416,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.691579214,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.46806387,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q2",3.550552773,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.791744376,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q4",-0.455994331,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-6.818021985,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q2",-0.807932069,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.747151805,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q4",2.496049822,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q1",3.03463255,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q2",4.383164849,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q3",2.781170984,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q4",2.886255375,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.895051738,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.332510215,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q3",2.754591172,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.324457972,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.225554801,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q2",1.298881026,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.350193624,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.762585517,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q1",2.544481592,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.812135416,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q3",2.021812956,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.097353992,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.659159835,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.154146863,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.932669509,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",2.639479586,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.254800591,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.763499369,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.405586129,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.757933774,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.850903369,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.887062862,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.505330894,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.012464666,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.639117138,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.730602028,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.613954951,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.779357615,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.674043596,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.730290857,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.173831453,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",2.156948555,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.402394858,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.523473003,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.815881043,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.283889347,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",0.089986722,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",1.332777638,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.992674785,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.746867545,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.959076739,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.899801372,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.15521508,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.219318711,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.933130719,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.490791061,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.526323638,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.472298068,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.865665953,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.565974618,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.45177694,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.502248725,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.859424906,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.166152951,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.856151759,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.874915753,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.856974689,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.87785841,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.311317266,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.490638748,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.77536404,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.483265163,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.44296871,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.703947532,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.285955753,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.206465365,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.415940623,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.606194491,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.984785463,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.714647727,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.441838418,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.319868975,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.205851771,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.636597085,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.730848332,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.700312956,
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.198579317,
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.059905534,
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.527437881,
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.271115777,
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.337455717,
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-3.026935758,
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",2.347785538,
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.213742846,
"KOR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.724067239,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.833347929,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.213238983,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.33777574,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.633967885,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.739266758,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.282376598,"P"
"ISL","QGDP","TOT","PC_CHGPP","Q","1960-Q2",-0.35800593,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1960-Q3",-0.361266351,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1960-Q4",-0.364557508,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1961-Q1",-0.352240613,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1961-Q2",-0.361198058,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1961-Q3",0.979253613,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1961-Q4",2.389212807,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1962-Q1",2.324874544,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1962-Q2",2.243606588,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1962-Q3",2.414549729,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1962-Q4",2.573507349,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1963-Q1",2.485088936,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1963-Q2",2.408236561,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1963-Q3",2.521477659,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1963-Q4",2.621828944,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1964-Q1",2.529644189,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1964-Q2",2.464762652,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1964-Q3",1.990517774,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1964-Q4",1.526308194,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1965-Q1",1.496512559,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1965-Q2",1.456997639,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1965-Q3",2.116984581,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1965-Q4",2.775478427,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1966-Q1",2.665270118,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1966-Q2",2.587697707,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1966-Q3",1.046335853,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1966-Q4",-0.538181432,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1967-Q1",-0.557784155,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1967-Q2",-0.535663561,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1967-Q3",-1.180127919,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1967-Q4",-1.883272844,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1968-Q1",-1.901361332,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1968-Q2",-1.935537198,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1968-Q3",-0.59385709,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1968-Q4",0.852386252,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1969-Q1",0.850857228,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1969-Q2",0.824550929,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1969-Q3",1.239112657,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1969-Q4",1.662742073,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1970-Q1",-2.71169364,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1970-Q2",6.150968655,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1970-Q3",4.817922748,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1970-Q4",3.756189481,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1971-Q1",2.862524703,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1971-Q2",2.260075501,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.832168664,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1971-Q4",1.534907377,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1972-Q1",1.348162449,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1972-Q2",1.31288888,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1972-Q3",1.398144255,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.542472372,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1973-Q1",1.671396055,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1973-Q2",1.781959172,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1973-Q3",1.918032306,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.916533234,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1974-Q1",1.640139287,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1974-Q2",1.177278438,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1974-Q3",0.526714883,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-0.055508009,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1975-Q1",-0.274496285,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1975-Q2",-0.105422218,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1975-Q3",0.426649868,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1975-Q4",1.094263387,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1976-Q1",1.628424846,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1976-Q2",1.983566671,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1976-Q3",2.218361227,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1976-Q4",2.318748639,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1977-Q1",2.267105536,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1977-Q2",2.108320871,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1977-Q3",1.896654856,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1977-Q4",1.647309678,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1978-Q1",1.410812098,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1978-Q2",1.247333233,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.142055205,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1978-Q4",1.091053182,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1979-Q1",1.103744556,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1979-Q2",1.195865755,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1979-Q3",1.376404142,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1979-Q4",1.525694765,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1980-Q1",1.534589831,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1980-Q2",1.437157604,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1980-Q3",1.246395178,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1980-Q4",1.053250514,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1981-Q1",0.94494664,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1981-Q2",0.93939076,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1981-Q3",1.036372629,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1981-Q4",1.048177078,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.79154092,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.324272604,"E"
